Text,Label
"In the Antiwhite Narrative that rules the world atm,Equality = Harming WhiteEgalitarian = Antiwhite/Excluding WhitesDiversity = White Erasure/Excluding WhitesFeminism = Turning White Women AGAINST White Men to Harm All Whites.Should I go on?.Or are you starting to see it?",0
one of my favourite things about working class england (or maybe working class uk in general idk) is the fact that obscenities are spray painted or written on absolutely everything imaginable like you’ll just look at a street lamp and ‘you’re a cunt’ will be written on it,0
I don’t even fuck w Iggy like that but this is really heartbreaking and sickening to hear. Rich or poor - women shouldn’t have to experience shit like this.,0
"It's kinda really shit that people perceived as men can't shop in the women's section without getting weird looks. There will come a day when the shop has no sections and people can shop/wear what they want, I hope.",0
"Also what's being missed in this conversation, some of us (like me) date masochistic men who ENJOY when we make fun of them lmao.My most serious partner right now only dates women who are mean to him",0
That’s why you can’t take these women seriously especially the ones who be on Twitter be talking the most shit but have nothing to show for,1
Idk that it’s considered mansplaining or whitesplaining when he directed and wrote the movie...it’s just explaining/defending his work...but I’ll give you credit for the people using indigenous curses for white relevance.,0
Wahit is lunar face helpful to the people and like. Making good changes while also being a super mega ultra gold digger or,0
TRLL ME TELL ME WHO YOU LIVE THE MOST TELL ME GIRL I REALLY WANNA KNOW,0
i'm def guilty of manspreading and doing the one-foot-on-the-chair-the-other-foot-on-the-ground thing,0
"The women that y’all can move by money alone are broke or lazy, and that’s all I gotta say about that. Y’all flash money and then attract..money hungry lazy ass women. Wow, shocker",1
I believe there is complete equality between men and SpecialXmas YAMYAMGucong,0
"thanks girl, some days are better than others but always going hard for my little family.",0
That'll happen when you ride the cock carousel.,1
"No words. Police say a woman was driving, caught in the crossfire when she was shot and killed on I-170 near Olive.",0
"Of course I don't think all women think alike, not Dr. Soh, not you. But I think in this case, you know what I mean...",0
I hate to #NotAllMen but some are very good at gift-giving. I got the coolest present a couple weeks ago and everything was so thoughtfulI found the funniest comment though a few days ago I have to go find it and you,0
If he didn't eat your pussy or make you com he doesn't deserve your ass,1
"sorry that im some feminazi blue haired bitch or whatever. and if you think homophobia, transphobia, racism, and political corruption are stupid then sure. it’s dudes like you that make me vocal now when i was quite silent back then. and again, don’t mention my friend.",1
"Loool look at what a trashy slut Katara is. Or i guess you cant. I made her dress up like the trashy whore she is and she loved it. Well she looks pretty good under all that blurring, not that you'd ever get to see.",1
I love these women so so sooo much y’all don’t understand,0
"You trying to take a victory lap is also hilarious considering we all get screwed with the signing of the bill. But I expect nothing less, you Trump hating babies would gladly let the government sodomize you if it meant Trump looked bad.",0
Would Muslim Child Rape Gangs be a better description?,1
Being a man and thinking you are a woman isn’t normal. It’s a mental issue. Expecting others to call you a man when your DNA says you are a woman isn’t right. These people need help.,0
Dude WHY IS HE PLAYING THE VICTIM CARD,0
My Snapchat decided to show me that 2020 recap thing today and all I saw were women I no longer talk to. It's been a fucking disgusting year.,0
"We can assume the ""man's man"" is a man for men, and the manly part certainly makes it plain who's on top. I would think ""a lady's man"" would be a very different person, one in love with women, obsessed with them but men's men must be obsessed with men, repressed, don't you think?",1
"Oh look, Melville being a fanny again. This idiotic attention whore is all over the shop, making contradictory statements and talking pure dogshit for likes and love from people like Laurence Fox. Makes you wonder what his end game is.",0
"What person waits until week 40 to have an abortion? Literally anyone who has been pregnant, think about how stretched your body is &amp; how uncomfortable later pregnancy is... now tell me you honestly believe someone would go through an extra 6-8months of unnecessary pregnancy...",0
"Today’s #FemaleFounderFriday is CEO Angela Dayton of MedForums, the world’s largest and only peer-reviewed network of medical education resources. #VCOalumni",0
Definition of a Dumb Blonde !?,1
"You Will Be Shocked When You Find Out What Can Happen To Women With OCD During Pregnancy And Postpartum.... It's Not Just Washing Hands, It's Also Worrying You'll Stab Your Baby. This Story Will Blow Your Mind.",0
Misogyny 101Do the thing and then tell the women they can’t do the thing..,0
Like just socks? If my baby was buck naked with nothing but a diaper in the 50° weather then you could question me all you want but she was bundled fine and this lady just wasn’t pleased minding her own business?,0
you fukn ugly fat smelly peice of shit of society I’ll get you back you fukn cunt!!!! I’m actually a witch and I’ve cursed your daughter Hahaaaa suck me off you slutbag,1
Tipped Service Workers Are More Vulnerable Amid Pandemic Sexual Harassment Spikehttps://t.co/kzp7iVN4Bi,1
Being a boxing aficionado this is disrespectful to the sport man. Taking the sport as a joke. Fighting against a YouTube turned wannabe boxer. Smhpeople buying more exhibition matches nowadays because they fav YouTuber is on it. Rather than buying actual good boxing matches.,0
No fr why do us women hit curbs then laugh lmaoo,1
idk which dense hoes need to hear this but other women not remembering or telling you where she bought something that YOU clearly like on her doesn't equate to her being insecure. you're just a weird delusional bitch for acting entitled while still wishing to look like her,0
I hate seeing post like this because it’s heartbreaking for good guys out there. Every woman sees a man as dangerous no matter how good they are to the women.,1
"If that’s my child being hit, I’m coming down to the field to sodomize him (the coach). Maybe that’ll teach him to chill out",0
If your a fan of your part of the problem this pos doesn't deserve a fan base let alone a pay check,0
#Javanka being #harassed? How could they?,0
I like Hawley but he does not look or feel like an outsider and I doubt he can generate enthusiasm. Comes off as too Puritan/socially conservative. Think DeSantis has beat GOP electoral chances,0
we diss black men on how they treat black women...LMAOAOA,0
"Is it called ""morbus feminism""?",0
"Lots of angry feminists that seem to have no idea how breast actually workI mean just look down, most of y'all got em",1
Are you saying Matt Gaetz and Louis Gohmert shouldn't be in charge of women's reproductive choices?,0
Incredible! Tragic life for Hester. I always remember seeing the video for Something So Strong as a kid and thinking man that drummer is having a really good time being in this band! Always though the same moving forward too. I’ll have to look up that live cut. Thanks!,0
You look like a prostitute whore Nancy.,1
"Im all about making canon characters POC but this woman made herself out to be POC herself, even her icon is extremely deceptive! Using a trend among POC artists to market your own work as a white person is so fucking disgusting. I cringed reading this.",0
Very attractive,0
Homer is driving drunk and has collided with a woman scientist,0
Nah Okolie had man doing the migraine skank,0
"and they think they deserve a high value male after riding the cock carousel in their 20's. Nah, we don't want those leftovers.",1
Update: claimed my video was bullying and harassment even though I was only speaking about myself and my experience. I sent a repeal and after reviewing it they deleted my video indefinitely for “nudity and sexual activity” so a crop is nudity now??,0
A lot of you women don’t know how to keep a man and it shows,1
"Spank me!, I love dating, contact me at profile link vancouver amateur mature love women horny glasgow encounters sexdating adult hot casual escorts girls sex brisbane reykjavík sexchat boobs wien uk_sex san jose sexting girl",1
Hot Japanese Skank . . . . . . . .07780,1
A woman taking care of her family is not an empowered woman according to feminists,1
"I've been incredibly lucky with my fertility, but some of the women I live most haven't been and I will die on this hill defending them and their rights to becoming mothers. Don't fuck with these women, they have an army of pissed off women backing them.",0
You look like a prostitute that literally no one would go to,1
Excuse me! Ladies! I know you’re tired from picking up that extra shift to pay for Christmas gifts for your kids. Maybe you don’t have enough money to address that dental problem that’s been bothering you. But can we please take a moment for middle class strivers on Twitter ....,0
The Slovenian Slutbag stayed w a Russian red color.,0
Oh dear one of the most versed and qualified statesmen on the PLANET got high market value speaking fees appropriate to her position and experience?The only crime there is sexism because she deserved a lot more:https://t.co/pVXkMUnU56,0
Come hell or high water y'all will always find a way to blame black women,0
"I had to pay nearly €400 to have my long term contraceptive fitted - funny how it’s about the only thing not covered by insurance, or by the government’s high prescription charge assistance #EverydaySexism",0
go out my way for EVERYBODY! I’m a real ass bitch tf.,0
"""If you're girl says this, then tell her she's an unworthy yadda yadda yadda""Mate, you're a misogynistic piece of shit, your opinion is very much unimportant. If a lady wants to reschedule, be a goddamned man and agree. If my little girl or boy grow up to date someone like this",1
Donald Trump refuses to prove his alleged innocence in the rape case of E. Jean Carroll. He’s had over 20 allegations made against him (I’ve lost track of the amount). He’s said worrying things about young girls often. Don’t ignore his past and focus only on Biden’s creepiness.,0
Yahan,0
The next person to assume I'm a fucking child or incompetent I'm biting your bitch ass and absolutely going FERAL.,1
I got some dirty ass twitter friends,0
"So a woman shoots a man in the head, women are cheering about it, and you're like ""men do the same thing on the daily"".And now, when your stupidity is pointed out, you're like ""tf""OK. This is the level you're on.",1
I am the one who know very well,0
I been watching so many stories on young women killing them self. Cause I’m trying to understand why this thought is always in my head when things are not going good.,0
"- between her ass cheeks, and by Satan she wanted it in her. Both her mouth and snatch were salivating, on top of Ren’s needy gasps. The hard spank to the woman’s rear caused a likely unexpected reaction. Between Makazeko’s fingers moving around inside her snatch and the -",1
Me: Do you want me to spank you?Woman: Yes daddy!!*We were at the park. I was talking to my kid!!,1
"When will this realistically stop, why do man utd only decide to show up in the last ten minutes of a game? You've got to imagine as if every minute is one of the last ten. That performance... simply not good enough, I hate slating my own club but ffs now",0
#PuritansPride - (Winter Sale Has Arrived! Extra 15% Off Plus Free Shipping! Code: WNTJAN7! Puritan's Pride Brand! Ends 1/23 ...) discount offer from Health &amp;amp; Fitness deal. #HerbalSupplements #Vitamins #HealthFitness Latest #Shopping #Coupon Offer for today. #Notion+ ...,0
Women (besides you cause own know what you do) want to operate how they want and don’t care about the portraying image. I’ve learned to just let they dumb ass do it. Because they think it’s a control thing an it’s clearly not..they started revolting in 2020 so they gotta fix it.,0
"Stand back and standby! A group of fat and middle-age trump supporters, are out to get you! If it should happen, all we need to do is climb a flight of stairs, and they’ll be too winded to follow.",0
"What confuses me is when smart men don’t like smart women, like wtf???? Also egos will kill a lot of these men Also also why are some men smart on paper but dull when it comes to convo with any depth??",0
What about the men and women they gave their tour of duty and furthermore such areas as Vietnam Iraq Afghanistan gulf war all this so many of them. Why doesn't anybody ever mention them I have not heard you or Mr President elect Biden anything about the military.....,0
"I think it does: for MOST, and not necessarily, protein intake and strength-requiring exercise and for all women, hormones decline with age. Resistable trend, but there.",0
"So you've had Dawn sexually exploited by a creepy man, threatened by a bent cop, offered £10 for sex by Ryan, exploited by Jamie, have sex with a man she didn't want to cover up a crime, and now she's got an STI and potentially infertile.Why do you hate women?",1
"It was a frigid afternoon walk, but I’m determined not to stay on the couch all of break.",0
Does anyone else remember Skungies? Those things were literally just plain underwear that were socially acceptable see if your skirt flew up playing sports. Very skirt’s too short on the way to the swimming carnival vibes.,0
Always so stunning. Ass is amazing,1
"#MGTOWFor a Happy, happy life :D",0
The length of the skirt is very short! !! (* / □ \ *),1
"You dirty pile of shit, don't you know you lost it when you told her you had a 13 inch dick? Don't you know women don't dig that shit?",1
This woman is tapped man. Goodnight,0
Just a heads up... the constant playing of the victim card when you're clearly a troll looking for people to attack you is getting tiresome. Please find another more positive roll to play. You brandish yourself as a victim more than most American Christians. Stop it. Think. Bye.,0
Fham being called a whore by someone who doesn’t know you truly hits horribly cause I really look like a whore ? You don’t even know me and I think I’m a whore Like Ik “ don’t let others opinions affect you “ But sometimes they just do affect you,1
Fifty-one year old gold digger.,1
Hold them to this high of a degree or pedestal just because they decide to change their body. Plus size bodies matter. Period. And any woman/person losing weight doesn’t take away from that fact.,0
The current government doesnt believe in self responsibility they want everyone to depend on the state and play the victim card.,0
Maybe if Rudy Giuliani didn't cock block the mob America would still exist,0
Antisocial ion shake hands or say wsp to bitches.,1
Watching my first game tonight. Going in totally blind. Supporting solely based on geography. Let me know what I'm getting myself into; no idea if they're any good (though as a Spurs man not really a factor for me) or what they stand for. Will I regret this?,0
"Firstly retard it was you that blocked me, I rarely block. As for the yes I was told you worked there.Lastly believe me slapper I have no interest in you, honestly I'd rather stick my dick in a bucket of sick!",1
Awwww what a good man. #NotAllMen,1
Im a Sagittarius so I hate Sagittarius women,1
"Watching this movie (numerous times) with my mother in the early 80s is one of the fondest memories I have with her. My favorite line was the alcoholic secretary slurring ""That A Girl!"". #WomensRights #Progress #Equality",0
"help, i'm being repressed",0
This entire string is an extraordinary example of misandry right from the start.,0
This team is the biggest cock tease and I have a bad case of blue balls,1
We hit that high limit spend digits fuck bitches broke boy you n your boys stay in the house n cry like lil bitches,0
Omfg. I tweet about this dude all the time. He literally beats and abuses women on camera. I dont understand how he hasn't been blackballed and kicked out of the industry. I hate him so much. He's a piece of shit asshole. He should be in jail.,1
A word of encouragement to Polish MPs working for equality Enjoyed giving Maltese perspective in an exchange of views between &amp; Polish national parliamentarians Well done &amp; for organising virtual mission.,0
"Yeah, but people have really inflicted a lot of harm onto Christelyn because they got upset at things that were said.I can understand why she's being careful, because angry black women can be VICIOUS",1
It’s like who the fuck are they and why should I give them any more political credibility more than I would some rando in my FB feed? They’re not the first people to have a class reductionist interpretation of American politics and it’s not any less obnoxious 100 years later.,0
boo you whore,1
Shut up cunt you look like a thumb,1
"And we'll hang out in the coolest barsIn the V.I.P. with the movie starsEvery good gold digger's gonna wind up thereEvery Playboy Bunny with her bleached blond hair and, wellHey, hey, I wanna be a rockstarHmm, hey, hey, I wanna be a rockstar",1
The cuffs are going to be slapped on your wrists. Your Slovenian trophy wife will abandon you for someone who isn’t impotent or broke,1
I'm a whore for noodles so that sounds great~,0
Damn I wanna see that ass gangbanged,1
shes a trophy wife but okay....,1
"""Well cuz you're just a masty perverted big titted skank!""",1
"⠀⠀⠀ ⠀⠀— again. but she wasnt a girl and would not let him win so⠀⠀⠀⠀easily. ⠀⠀❛⠀childe . . . well , what if you win then ,⠀⠀⠀⠀may i ask ? ❜⠀⠀⠀⠀she was pretty curious in the case.⠀⠀⠀⠀it was expected for sure.⠀⠀⠀⠀",0
Nothing like puritan Catholics in the timeline,0
"Based on this brief, states can interfere w/ states rights so #attorneys maybe it’s time to use the same tactic to force states to eliminate oppressive abortion rules in states like Alabama #prochoice #abortion #womensrights or liberal #gun practices",0
"Lil Baby is obviously a man of many talents and tbh I need him to make an onlyfans, I got 10 on it",0
‘Women’ or ‘vagina owners’? Teen Vogue’s publication of ‘masturbation guide’ mocked for a ...Source: Russia Todayhttps://t.co/9Yrti5UCH0,0
"Useless trophy wife moments ""you literally made him useless here"" I'll let him sit there and be cute all I want ☺",1
Ladies don’t get fooled before the year is up that 600 bout to get real spooky..,0
"Non-Black women ain't gonna put up with all them issues Black men have either. Maybe Latina, but that's because they stupid and don't know no better.",0
Last last e be you squad you dey cook sanso go cry if your husband doesn’t eat dinner. Tobey tobey for the internet,1
ladies! whats something that’s not necessary sexist but f e e l s sexist? for me it’s when boys call girls a bitch especially in an aggressive way,1
Dear a from Ayodhya has been harassing me with egregious threats including brutal rape and murder. Kindly take action. The threats are horrific and persistent.,1
why am i so fat,0
"I don’t get it.Premier says never forget but disbands the violence against women committee? This can’t be true, or can it?",1
"Men: ""Well that's when the chain broke and the pipe came crashing down on the drilling floor..Terry got crushed against the railing....poor bastard""Women: ""Wow just wow I'm on my 3rd triple venti today, no make up and my hair's NOT cute at all....but enjoy your holiday I guess""",1
"You sure don't have a problem violating #womensrights in Ohio. You sure don't have a problem spending taxpayers money on frivolous projects instead of the people who need it. But that's right. You ""donate so much"" so you don't have to protect the poor using the law.",0
You look like a prostitute whore Nancy.,1
"I think about this all the time! How the ""catty women"" trope was something made up in media. 1) most of the women I know are extremely supportive but 2) sometimes we have differences of opinions because we're...people...with thoughts",1
Apparently so!https://t.co/O1Fpil1plk,0
"Oh yeah i'd like to know more about some unseen dudes too. like Holst. but yeah, it is just so funny how in the setting women can be archbishops and knights and even emperors, yet moms havent done anything ever XD",1
Sounds like a Tory with shit banter. Fuck that cunt.,0
Free #JAV #XXX #Asian #Porn! Click belowhttps://t.co/shz5bXgbew,0
Aaah! I just saw you on the telly! Said to my wife “I follow her on Twitter! She’s a mansplaining magnet!”#dambusters,1
"All relationships are different and you can never compare how a man loves you to how he loves his first love because he may not love the next woman as good as he loved I and he may hit the woman or use her for her money, unlike he ever did that to I.I used to buy an ex clothes",1
"betraying the sitting RC Pope (cf. Pope Francis' Christmas message 2020), the camel &amp; the eye of a needle, and the Puritan Protestants on Mayflower, his forebears. What a guy! Charles II &amp; Louis XVI, I am sure, would both welcome him up there or down there, one of those. ~~",0
Another day down and 2 more to go then it’s off til Monday for this girlAlexa and a hot shower I definitely been looking forward to this all day,0
Why do men expect women to go around dressing like anime girls?Thigh high and heels immediately give you a prostitute look. Ain't nobody giving shit about anime irl. Not that I cared about getting mistaken for a prostitute but some looks belong to the bedroom and that's on that,1
"Our the more likely, empowered woman gets husband killed. This is a common scenario today",1
ok let’s talk about this. first of all: calling someone a beard isn’t an insult. they are willingly closeting someone. it’s been a thing for decades you look like an idiot calling it an insult. next: i personally have never called anyone a bitch or a whore in relation to larry,0
My last kick off the week ride on I started this ride during lockdown and now I'm super proud of this amazing community of women that's grown as a result! Thanks to the 302 ladies who joined today! May this momentum continue ... #rideon,0
"men telling other men in the comment sections to not let the fact that they sexually harassed women effect their mental health is so funny to me,,,bro we want him to kill himself",1
"Matter fact, most PEOPLE i know don’t operate like robots with strict schedules lmfao Your personal annoyance with a woman running late is wild. Don’t date women with kids. Anything can come up where the schedule gets thrown completely off.",1
"It just feels so good to see maturity and respect coming in the White House. This couple loves eachother as oppose to seeing some gold digger as a First Lady. Americans can’t wait for January 20,2021 when Joe finally brings long overdue leadership to the USA.",1
"Cause if I was to call a man pretty, I think he’s pretty.... there’s men I called pretty who were not at all feminine... if my opinion is actually offensive please do say but I honestly do not see it",0
"Alright I know I’ve been on the topic of sexism a lot today, but it’s stuck on my mind.Can somebody fully explain to me what mansplaining is? I try to help people when they ask but I don’t want to come off as offensive. The last thing I want is to get cancelled.",1
you ain’t text me bacc you dirt necc slut.,1
Do u know a woman attracts more controversy than men. Do u also know that people are more curious when it comes to a woman.Women have natural power that stills the world in all ramifications.,1
You are an embarrassment to women and acted like a stereotypical teenage girl in today’s hearing. Debunked was the best you had?,1
"You don’t have to tell them your age. In Indiana, it’s against the law. Besides, ladies at 40 can still get a job, come on girl.",0
"""hA Ha pRoNoUnS iN bIo"" Shut the fuck up. Shut the actual fuck up. Use a VALID FUCKING ARGUMENT INSTEAD OF ASSPULLING JUST TO MAKE ME FEEL BAD YOU 500 POUND NECKBEARD INCESTUOUS KIDDY DIDDLING FREAK OF NATURE.",0
I want huge long thick dick black man to film me taking my first bbc I want to be gangbanged by the whole block I want 20 or 30 huge giant to Bbc men to force me and take turns degrading and humiliating me and I want my white holes takenAnd raped every sec of everyday.,1
I don't take offense to things that don't apply to me even if they apply to part of my demographic. If I were you I'd look a little deeper into why you use things like hateful feminist and whore to respond to women. I didn't go further than saying men.,0
I used to get 8-10 a day.!All women between 31 and 39 years of age.!I used to politely talk to them.!Recently I started “close conversation” without talking to them.!It stopped.!I no longer get DM’s.!It must have been the same 8-10 guys behind the pictures of a women.!,0
The idea of anyone being able to convince Trump to keep a secret is still a great knee-slapper.,0
#gsupopcult week 8: femism and post feminism theory are both important in the context of American society especially now during the current political climate and how both these theories accommodates women in the workplace. Race will continue to be a dividing point,0
i sound stupid but what’s a blender? x — i dont know the actual definition but i just see it as not a real mixer like they're just shitty and sometimes slag off the girls and get them into drama / get dragged etc,0
"This is the piece here. There are several issues with it, but the absence of bodies is noticeablehttps://t.co/9GhdoICZWU",0
"Apparently I really enjoyed listening to Kevin R. Free this year! He narrated Real Life and all the Murderbot books, which we loved.Other favorites: Black Nature, Convenience Store Woman, The Future of Another Timeline, Skin Folk, Maus, Mathematics for Human Flourishing.",0
No. You look like a trump loving crack whore. Wtf is wrong with your eyebrows?,1
Wanna see the gape again skank?,1
"President elect Biden has already been in the whitehouse, slutbag. And will again on Jan 20th. There will be joyous singing in the streets. Next, the Dems will *Crush* zimbabwe, you little facist.",1
"There's also Shambhavi Anand knowingly broke abortion law(20wks) TWICE (6 &amp; 7mnths-A Criminal Offense) aborted 7mnths alive girl child then fled 2 2 be ""Future Business Leader"" #ForbesWomen",0
Victim card,0
"Here I am, a rabbit hearted girl,Frozen in the headlights.I must become a lion hearted girl,Ready for a fight.",0
Oh my. Thx for sharing this beautiful little lady's journey. Peace and blessings as your carry her spirit w you. always.,0
Cup #4. I'm sweating now. Gonna finish the pot because...because... I don't have to explain myself to you..#Dangerous #Action #Extreme #Dumpsweats #Coffee #RealMan #FakeMan #NotAllMen #Batman,0
Ladies don’t follow this man thinking you can be his friend to get his mind off his ex lmao #CHSpeedDating,1
"Had to be a Puritan expressing repressed urges, I'm sure",1
Isnt it tits for u,1
mansplaining en persona,0
Just seen a redneck post on sc “soapy truck &gt; soapy tits” and on god if that ain’t some true Floridian redneck shit idk what is bro.,1
Woman shouldn’t be cast away for profiting off their bodies. They’ve been condemned to give it away for free until very recently in human history.,1
"My values lie with increasing the number of women examiners. A word change doesn't do that. That word change instead derailed discussions about increasing the numbers of female examiners. But hey, go sort out America instead of trying to talk about laws you don't understand.",1
"Yet another inept entitled white man feeling robbed of opportunities because of the ascension of women and people of color.Epstein can choose to not call Dr Jill Biden “Dr”, but at least he cannot call her Skank. Because unlike a few select 1st ladies, the Dr never posed naked",1
and transwomen have hammered dead rats onto rape shelters.,0
i feel like a mysterious girl in a bookstore rn,0
i hate women*,1
"awww look at her, obsessed now go back to the kitchen, cook for your manly husband and leave harry alone",1
When I tell you I hate manspreading but THIS MAN CAN SPREAD ALL HE FUCKING WANTS ANYWHERE HE WANTS LIKE YES SIR WOULD YOU LIKE SOME SNACKS OR A MASSAGE WHILE YOU MANSPREAD,0
"If you’re a woman in the menopause transition, hot flashes and night sweats aren’t the only things that should grab your attention. It turns out that the stage of fluctuating hormones leading to your final period is a risky time for your heart health.",0
"Bonus no.2: Sochi flower ceremonyhttps://t.co/gC83t0JwegBonus no.3: ""Don you are a fucking slutbag"" and a baby GOAT asking ""i'm first? I'm the first?""",1
SHUT YOUR WHORE MOUTH!!,1
Glad it wasn't just me who saw the #EverydaySexism in this #twitterAd,0
bitches get a blacc nasty fitted lil bitty ass shirt n some BIG ASS jeans wit some weak ass shoes n think they some fly shit bitch what are you doing you look like a hoochie.,1
Jimin manspreading,0
"Every single black widow comic in the world has showcased a sexy , feminine very attractive woman with lipstick and or high heels what are you guys doing with these hideous widow skins please stop the foolishness",1
Feminists hate white guys more than they like women change my mind,1
you fat ugly ass bitch.,1
i mean this looks like fun (except the sexual harassment tho :/),1
"A sissy is traveling long distance and resting in a lonely motel room. It's the middle of nowhere, Daddy isn't around to use her so she being a little slut by herself apologize for the poor quality photos",1
First thing I see are her slut nails,1
"The plaque is alright, his wife is the real trophy",1
Now I know the saying “dumb blonde” has your picture as the definition.,1
"Let's ruin the girl's life because of something she said when she was a child. 15 isn't young enough, let's go back to birth with everyone who applies for a job, college, anything to see if they've ever done or said anything they shouldn't have and let's ruin their lives. Yay.",0
I would like to see pwds empowered to know and claim their spaces and are able to speak up. I would generally like to see a violence free society for everyone,0
Omg this is the best!!!I always try to help out my ladies!!! I have been blessed to have some incredible fans that have taken great care of me !! So I bless others !! I don’t charge for shout outs or advise! I’ve been making an average $8k- $10k a month!! Your kind words,0
#Cardano has the highest amount of women in any crypto I have seen. Let that sink for a moment... DeFi?? and ( building algorithmic stable coin) are in. Of course I assume you have seen the video:,0
"Her not wanting to be considered a gold digger is why she said she would donate the money to 2 charities. However, she wanted money, cars, home among other things and she tried to blackmail him for it. You cannot get any clearer then her words that she is abusive to JD",1
"DEEPFAKE CULTURE: TITS GUNS AND LOOKING COOL. . . SEX FARTING AND KICKING ASS BIG FAKE TITS ARE BACK AT LAST. SO SUBSCRIBE NOW AND TAKE THE JOURNEY TO A PLACE WHERE MEN ACT LIKE MEN AND WOMEN DRESS HOT. TRUST ME, I AIM TO PLEASE THIS IS LEGIT HARDCORE NOT A COCK TEASE. Subscribe!",1
A man that can drive is sooooo attractive cause I know for a fact I can’t do this shit,1
i just seen this man say he was 5-6 kids but not with the same woman and i just wanna know where he gone find 6 women who would sleep with him ??,1
⠀〝 y you are so ea eager .. ！ 〞gasped she 、albeit not surprised when he entered her 、repressed moaning left her lips when she hugged him .ㅤㅤㅤ,1
"Soji ""This may not be the right time to say this, but you don't look like a prostitute."" (Chapter 9)",1
I only use extra virgin olive oil... I don’t want an olive oil that rode the cock carousel!,1
"Yea that’s what hell it is, it’s all Garrett, Jones is excluded nothing is on him, you can’t rationalize with stubborn Giants fans, I’m gonna tell you this one last time, it’s not only Garrett it’s several things, only Shills blame one person and not look at the whole picture.",0
"These bitches don’t like me, I know . These bitches wanna fight me, I know",1
"UK court affirms right to call a transgender woman a man on Twitter via Finally; free speech gets a Win, woke bs fail. hey how does this feel?",0
Women riding the cock carousel.Baaaad.Men not being one of the cocks.Baaaad.,1
Exactly. #TERF = pawn in service to #patriarchy — the exact opposite of #feminism. So the F must not stand for “feminist.” Maybe it stands for “fool?”,1
"You don't need to be consistent or even make sense. You pick a word out of the ideological word box, and throw it at people who threaten your frigid ideology.",0
They follow him in his later writings and are willing to die to kill others for him. If you start to travel you will see. I recall 911 here very much because I was sickened in my heart the night before you hit us. I am also always upset I cannot see burqa women to speak to them.,0
"""Women Are NOT Capable of EVIL"" #MGTOW #men #guys #boys #mensrights #mensrightsmovement #mensrightsactivist #mensrightsmatter",1
"(Deuteronomy 20:10-14)When the LORD your God hands it over to you, kill every man in the town. But you may keep for yourselves all the women, children, livestock, and other plunder. You may enjoy the spoils of your enemies that the LORD your God has given you.",0
Y'all fire folks for reporting sexual harassment? Bye,0
you know you can’t make a sexuality if there isn’t a specific gender to be attracted for it .pansexual &gt; all genders .bisexual &gt; men and women .hetero &gt; woman x man .lesbian &gt; woman x woman .gay &gt; man x man .you notice how they are all genders ? or are you just dumb ?,0
WOW people are actually scared of a single woman भारतीय नारी सब पर भारी and these traitors should be scared of her. Remember one thing you can stop one Kangna but uncountable Kangna will counter back and stand for what is right,1
"This is a version of accusing someone of ""playing the race card"" or accusing a rape victim of ""after-sex regret"" these are sealion tactics that are used by trolls in bad faith to harass and muddy real discourse about complex issues around bias and problematic issues.",0
"""When you have a situation like this #Blackmen are not included in the #Patriarchy."" ~#BreakingBrown#ADOS #ADOSPolitics #LineageMatters#Reparations",0
bitches met in 10th grade. we're bitches,0
so many women are allowed to kill me,0
"Well, not one network or media outlets has ever interviewed a Hillary supporter, so I am not surprised. They could learn a lot, and it would help us all, but apparently there’s “no story” talking to concerned citizens. It’s spectacle, not journalism. Editors are to blame. Smh.",0
Feminist like this are the reason #Mgtow is becoming more popular like you really believe a straight dude couldn’t just like being a gynecologist? It’s the reverse sexism for me,1
#KKWHoliday #partner I’m a 3 time survivor of rape now taking care of the baby alone only 23. Please bless my son $princessssssb,1
"Still waiting for a response from the Crown B*tch of Saudi Arabia! You think I care that your a ""Crown Prince"" . NO!!I How does it feel to kill &amp;dismember a journalist or imprison a female activist for having the audacity to say that women should be able to drive?FU!!!",1
"you arrive, realizing you put a layer too few for the frigid Chicago air. you lose rock paper scissors to determine who has to wait in line to check in again. you set your OOO email notification in the check-in line. your fight or flight activates when you hear someone sneeze.",0
"Look at you pathetic little bitch!Now i want you to say "" im a weak #submissive slut for Daddy Amy""Then $end me £40 on your knees!I dont care if its your last 40£ bitch, your only purpose in life is to $erve meDeal with it!Now $end like a good little pig!@RTfindom23",1
"It’s a different case if a lot of women are after him &amp; he turns them down, than for him to be claiming to be a loyal &amp; principled man, while he’s out there being a community There are the reasons why I’m still single &amp; very happy, cos I cannot come and kill my self pls",0
How many women have accused Daddy of sexual harassment? #LoserInChief #LoserOfTheYear,1
That’s because she was seriously mentally ill (just like Dworkin &amp; Millett). Radical feminism (which is more accurately described as carceral separatism) has a decades long habit of putting the unhinged front &amp; center.,1
That does make sense; it sucks that you've been sexually abused in a place where you help someone. Sad that people think being drugged or something is an excuse to grab a woman when they're checking them out if that is what happened.,0
Attention!! This dirty whore is in a very naughty mood!!! DM me if you want to see this uncencored #gayporn #hornygay #dmme #dmsopen #nude #gaynude #cheapslut #ftmporn #cuntboy #malepussy,1
#CNN my first job when I was 20 years old I already had a kid my boss was a sexist racist horrible person. Everyone was afraid of him but I for some reason called him out on his shit. You mean to tell me none of these senators can call out Trump on his shit?,0
What if its not about motherhood vs success but about riding the cock carousel without bordering with bastards,1
"LOL. Easy.Also, software is one of the least sexist industry out there. I have never witnessed it in front of me. And I will call it out when I see it.",1
